id_compra,dt_compra,cd_produto,qtde_vendida,vl_vendido,nm_cliente,perc_promocao
4652,2024-02-13,1031,10,164.43,Ana Oliveira,0.15
4653,2024-04-08,1005,8,95.49,Daniela Pereira,0.15
4654,2024-05-05,1037,14,53.71,Eduardo Lima,0.1
4655,2024-01-18,1020,6,120.37,Igor Souza,0.2
4656,2024-05-31,1047,12,97.78,Daniela Martins,0.1
4657,2024-02-06,1017,1,266.57,Carlos Ferreira,0.05
4658,2024-05-17,1022,15,232.06,Helena Ferreira,0.05
4659,2024-02-15,1029,15,38.95,Bruno Costa,0.2
4660,2024-04-23,1020,15,147.68,Ana Martins,0.05
4661,2024-03-29,1032,16,213.16,Gabriel Pereira,0.15
4662,2024-06-13,1008,19,224.31,Carlos Silva,0.1
4663,2024-06-18,1012,20,220.59,Daniela Pereira,0.05
4664,2024-03-24,1040,1,50.84,Igor Ribeiro,0.1
4665,2024-05-30,1047,7,296.73,Fernanda Almeida,0.05
4666,2024-05-19,1001,6,27.96,Bruno Ferreira,0.0
4667,2024-06-26,1019,10,299.95,Bruno Costa,0.15
4668,2024-01-03,1013,12,44.78,Juliana Martins,0.15
4669,2024-05-07,1028,10,238.59,Ana Martins,0.0
4670,2024-02-16,1024,10,106.62,Gabriel Pereira,0.05
4671,2024-05-02,1037,6,31.84,Gabriel Costa,0.1
4672,2024-03-20,1043,8,291.54,Ana Souza,0.1
4673,2024-02-13,1039,13,66.59,Helena Silva,0.2
4674,2024-06-17,1034,7,294.5,Daniela Silva,0.0
4675,2024-05-03,1035,3,184.51,Igor Costa,0.1
4676,2024-06-06,1024,20,187.4,Fernanda Ferreira,0.1
4677,2024-01-22,1003,12,274.32,Gabriel Lima,0.05
4678,2024-06-28,1005,8,255.51,Eduardo Ferreira,0.05
4679,2024-06-18,1033,5,204.61,Fernanda Souza,0.15
4680,2024-05-14,1042,4,30.48,Gabriel Pereira,0.0
4681,2024-02-13,1018,2,230.39,Daniela Silva,0.05
4682,2024-05-16,1048,6,148.62,Fernanda Ferreira,0.05
4683,2024-06-29,1005,18,268.78,Gabriel Ferreira,0.1
4684,2024-02-27,1035,7,66.28,Fernanda Costa,0.0
4685,2024-01-16,1044,8,121.08,Daniela Pereira,0.05
4686,2024-04-24,1016,7,53.9,Ana Lima,0.0
4687,2024-04-23,1029,11,160.35,Fernanda Oliveira,0.0
4688,2024-06-02,1042,8,141.69,Fernanda Lima,0.0
4689,2024-01-14,1031,1,209.61,Bruno Lima,0.1
4690,2024-06-11,1043,19,144.39,Ana Almeida,0.0
4691,2024-06-08,1040,6,251.76,Carlos Costa,0.1
4692,2024-01-15,1024,11,275.71,Eduardo Lima,0.1
4693,2024-02-22,1016,4,119.72,Daniela Ferreira,0.0
4694,2024-03-10,1026,18,17.58,Bruno Ribeiro,0.05
4695,2024-06-08,1019,3,140.51,Bruno Oliveira,0.05
4696,2024-05-12,1009,2,231.48,Juliana Pereira,0.15
4697,2024-03-11,1039,1,67.29,Igor Costa,0.1
4698,2024-06-14,1018,14,173.76,Helena Ribeiro,0.0
4699,2024-02-21,1033,10,209.84,Daniela Martins,0.2
4700,2024-01-22,1011,5,143.84,Juliana Lima,0.15
4701,2024-06-19,1038,17,279.69,Igor Costa,0.1
4702,2024-05-25,1005,14,137.92,Carlos Souza,0.15
4703,2024-03-02,1015,13,246.76,Carlos Costa,0.05
4704,2024-01-26,1049,7,134.85,Gabriel Martins,0.15
4705,2024-04-03,1046,6,115.96,Bruno Ribeiro,0.05
4706,2024-06-13,1031,6,275.2,Gabriel Pereira,0.2
4707,2024-05-18,1034,5,168.68,Bruno Souza,0.1
4708,2024-03-28,1036,15,79.66,Eduardo Oliveira,0.1
4709,2024-03-07,1026,15,24.66,Daniela Oliveira,0.2
4710,2024-06-11,1001,20,185.71,Ana Martins,0.15
4711,2024-04-28,1042,18,244.88,Carlos Ribeiro,0.2
4712,2024-01-27,1023,6,71.58,Helena Ribeiro,0.15
4713,2024-03-27,1045,18,36.89,Daniela Ribeiro,0.15
4714,2024-01-24,1013,7,10.16,Ana Pereira,0.05
4715,2024-03-18,1043,11,177.48,Igor Almeida,0.0
4716,2024-04-02,1010,3,51.19,Fernanda Souza,0.15
4717,2024-06-05,1049,5,177.4,Helena Lima,0.15
4718,2024-04-24,1028,16,256.36,Daniela Silva,0.15
4719,2024-06-11,1008,1,197.47,Ana Ribeiro,0.1
4720,2024-04-07,1020,5,132.2,Fernanda Pereira,0.15
4721,2024-04-17,1021,7,130.98,Igor Costa,0.05
4722,2024-04-15,1035,11,175.53,Gabriel Pereira,0.05
4723,2024-04-27,1048,18,184.1,Eduardo Almeida,0.2
4724,2024-04-22,1013,2,67.71,Juliana Almeida,0.05
4725,2024-01-26,1001,15,143.38,Bruno Ferreira,0.1
4726,2024-03-30,1040,5,55.82,Helena Pereira,0.1
4727,2024-03-30,1015,7,278.81,Gabriel Souza,0.05
4728,2024-05-24,1037,13,134.72,Gabriel Ribeiro,0.15
4729,2024-06-12,1024,7,45.35,Carlos Martins,0.1
4730,2024-01-17,1006,16,15.89,Carlos Lima,0.1
4731,2024-04-08,1029,3,193.01,Carlos Souza,0.0
4732,2024-06-04,1000,19,92.56,Gabriel Ribeiro,0.0
4733,2024-01-08,1042,20,64.05,Igor Martins,0.2
4734,2024-04-23,1050,13,93.5,Daniela Pereira,0.1
4735,2024-04-17,1024,18,267.14,Fernanda Ribeiro,0.05
4736,2024-01-31,1043,16,158.45,Eduardo Almeida,0.0
4737,2024-06-14,1006,7,269.05,Fernanda Silva,0.15
4738,2024-03-10,1002,11,265.7,Carlos Ferreira,0.05
4739,2024-02-29,1032,5,70.27,Daniela Souza,0.15
4740,2024-01-28,1031,4,94.2,Fernanda Ferreira,0.05
4741,2024-05-23,1019,3,180.4,Igor Ribeiro,0.1
4742,2024-04-29,1001,8,17.97,Fernanda Lima,0.15
4743,2024-05-03,1004,20,221.56,Ana Pereira,0.1
4744,2024-02-14,1006,17,149.0,Ana Costa,0.05
4745,2024-01-04,1038,12,175.38,Carlos Almeida,0.1
4746,2024-06-07,1037,5,284.25,Carlos Costa,0.1
4747,2024-06-20,1014,2,133.07,Bruno Costa,0.15
4748,2024-03-17,1001,13,293.19,Gabriel Costa,0.15
4749,2024-04-02,1028,19,266.04,Gabriel Oliveira,0.2
4750,2024-05-09,1016,14,238.02,Gabriel Martins,0.2
4751,2024-06-25,1030,17,79.74,Bruno Almeida,0.15
4752,2024-01-13,1020,4,285.54,Igor Oliveira,0.2
4753,2024-05-01,1022,3,299.83,Juliana Pereira,0.05
4754,2024-04-05,1008,5,252.15,Helena Pereira,0.15
4755,2024-06-02,1012,17,272.65,Daniela Almeida,0.05
4756,2024-02-09,1006,19,227.27,Daniela Pereira,0.2
4757,2024-05-30,1019,1,14.1,Bruno Ferreira,0.2
4758,2024-05-15,1031,5,166.45,Fernanda Pereira,0.0
4759,2024-03-18,1016,14,128.41,Gabriel Oliveira,0.1
4760,2024-02-26,1007,3,185.27,Daniela Ribeiro,0.15
4761,2024-06-01,1026,14,98.38,Bruno Oliveira,0.0
4762,2024-01-29,1029,3,55.06,Eduardo Ribeiro,0.15
4763,2024-01-07,1040,19,133.23,Juliana Ferreira,0.15
4764,2024-04-30,1002,6,49.08,Juliana Lima,0.2
4765,2024-02-26,1009,20,29.34,Carlos Ribeiro,0.2
4766,2024-01-14,1001,20,183.58,Ana Costa,0.05
4767,2024-05-05,1031,7,116.12,Gabriel Ribeiro,0.2
4768,2024-05-12,1043,16,160.46,Igor Ferreira,0.05
4769,2024-02-25,1013,1,152.58,Eduardo Almeida,0.15
4770,2024-02-12,1025,8,20.6,Carlos Martins,0.1
4771,2024-06-26,1011,20,47.12,Carlos Souza,0.2
4772,2024-04-01,1046,1,142.67,Eduardo Souza,0.2
4773,2024-02-14,1022,20,227.1,Daniela Costa,0.05
4774,2024-02-09,1027,10,252.66,Fernanda Souza,0.1
4775,2024-04-21,1041,8,19.93,Helena Pereira,0.15
4776,2024-05-26,1018,11,80.04,Ana Souza,0.05
4777,2024-06-22,1008,18,251.75,Bruno Silva,0.0
4778,2024-02-11,1030,20,141.95,Ana Oliveira,0.05
4779,2024-05-30,1034,15,200.39,Igor Martins,0.0
4780,2024-02-09,1050,1,157.94,Carlos Ribeiro,0.0
4781,2024-04-20,1005,12,224.59,Daniela Martins,0.15
4782,2024-06-27,1006,19,122.28,Daniela Costa,0.1
4783,2024-02-05,1003,12,168.13,Igor Silva,0.0
4784,2024-02-01,1035,11,270.79,Juliana Lima,0.1
4785,2024-04-02,1049,12,291.86,Eduardo Souza,0.1
4786,2024-05-28,1030,10,203.93,Gabriel Souza,0.05
4787,2024-01-31,1004,9,29.48,Daniela Souza,0.05
4788,2024-05-12,1046,2,204.1,Carlos Costa,0.05
4789,2024-02-15,1043,3,43.28,Daniela Oliveira,0.1
4790,2024-04-24,1043,19,152.87,Igor Lima,0.0
4791,2024-02-20,1012,14,237.03,Gabriel Almeida,0.1
4792,2024-01-09,1022,6,36.08,Igor Ribeiro,0.2
4793,2024-03-29,1017,2,293.72,Bruno Ferreira,0.15
4794,2024-05-02,1032,2,38.88,Fernanda Costa,0.15
4795,2024-06-05,1042,1,38.72,Helena Silva,0.2
4796,2024-02-19,1011,11,16.19,Carlos Ferreira,0.15
4797,2024-03-06,1015,1,120.48,Ana Pereira,0.1
4798,2024-01-27,1018,10,79.09,Helena Lima,0.0
4799,2024-02-03,1050,11,171.71,Fernanda Souza,0.05
4800,2024-03-31,1040,16,61.15,Fernanda Souza,0.0
4801,2024-01-15,1042,1,93.39,Carlos Ferreira,0.15
4802,2024-02-28,1000,17,40.36,Ana Pereira,0.2
4803,2024-04-10,1024,16,75.58,Fernanda Lima,0.2
4804,2024-06-19,1044,12,27.1,Helena Oliveira,0.15
4805,2024-03-20,1013,3,232.33,Ana Costa,0.1
4806,2024-03-29,1040,17,290.93,Igor Almeida,0.05
4807,2024-05-10,1001,9,124.41,Daniela Pereira,0.05
4808,2024-04-16,1010,15,299.67,Fernanda Costa,0.0
4809,2024-04-26,1043,17,206.64,Juliana Pereira,0.2
4810,2024-05-06,1031,9,209.98,Igor Ribeiro,0.05
4811,2024-04-20,1018,11,137.91,Bruno Souza,0.0
4812,2024-04-07,1026,17,164.91,Eduardo Almeida,0.05
4813,2024-05-10,1046,5,255.45,Eduardo Costa,0.15
4814,2024-01-16,1050,19,101.36,Ana Ribeiro,0.2
4815,2024-01-05,1000,7,107.59,Carlos Pereira,0.2
4816,2024-06-21,1017,19,174.96,Ana Pereira,0.2
4817,2024-05-21,1036,2,42.98,Daniela Souza,0.0
4818,2024-06-18,1029,8,67.14,Gabriel Pereira,0.2
4819,2024-05-24,1011,8,185.22,Eduardo Silva,0.2
4820,2024-04-04,1007,9,226.23,Carlos Souza,0.1
4821,2024-04-28,1031,3,10.43,Helena Lima,0.0
4822,2024-01-29,1029,17,281.2,Helena Oliveira,0.0
4823,2024-05-06,1007,10,68.54,Eduardo Almeida,0.2
4824,2024-06-13,1027,1,65.02,Ana Costa,0.15
4825,2024-05-22,1013,5,22.1,Eduardo Silva,0.2
4826,2024-03-03,1005,4,235.33,Carlos Pereira,0.15
4827,2024-01-06,1039,18,22.82,Eduardo Pereira,0.0
4828,2024-06-28,1039,20,68.16,Bruno Lima,0.0
4829,2024-05-10,1038,13,248.55,Gabriel Silva,0.0
4830,2024-03-08,1040,13,196.8,Eduardo Costa,0.0
4831,2024-04-23,1048,15,44.65,Helena Ferreira,0.1
4832,2024-04-05,1001,11,64.53,Igor Souza,0.15
4833,2024-03-12,1002,16,299.71,Ana Oliveira,0.0
4834,2024-01-24,1049,7,74.94,Helena Ribeiro,0.1
4835,2024-01-07,1012,14,125.69,Juliana Lima,0.2
4836,2024-06-23,1041,18,140.54,Daniela Souza,0.0
4837,2024-02-29,1040,13,233.86,Carlos Lima,0.05
4838,2024-06-04,1031,4,120.3,Daniela Ferreira,0.2
4839,2024-02-29,1000,1,257.64,Eduardo Ferreira,0.1
4840,2024-03-06,1027,12,290.8,Daniela Martins,0.2
4841,2024-05-15,1030,19,256.7,Daniela Pereira,0.1
4842,2024-06-07,1028,13,72.11,Carlos Costa,0.0
4843,2024-05-06,1050,14,126.91,Fernanda Costa,0.1
4844,2024-06-11,1048,19,118.57,Helena Pereira,0.05
4845,2024-06-09,1034,19,140.21,Ana Oliveira,0.2
4846,2024-06-13,1009,19,177.18,Bruno Lima,0.2
4847,2024-06-01,1014,10,173.24,Juliana Souza,0.2
4848,2024-02-07,1043,3,20.93,Helena Lima,0.15
4849,2024-04-24,1047,20,203.51,Helena Almeida,0.15
4850,2024-04-20,1043,17,231.28,Igor Almeida,0.05
4851,2024-02-16,1044,18,189.98,Igor Oliveira,0.05
4852,2024-02-11,1043,18,177.43,Igor Ferreira,0.15
4853,2024-03-04,1003,20,291.83,Daniela Lima,0.0
4854,2024-04-27,1049,3,153.12,Juliana Costa,0.0
4855,2024-05-25,1040,15,65.13,Eduardo Pereira,0.05
4856,2024-06-06,1041,12,130.12,Helena Almeida,0.1
4857,2024-05-04,1031,10,48.8,Eduardo Costa,0.15
4858,2024-03-27,1047,19,214.27,Ana Ribeiro,0.15
4859,2024-04-24,1048,2,191.91,Fernanda Pereira,0.2
4860,2024-03-20,1043,1,179.9,Bruno Ribeiro,0.1
4861,2024-01-03,1039,7,158.81,Ana Pereira,0.1
4862,2024-05-23,1034,5,116.95,Gabriel Almeida,0.1
4863,2024-01-30,1046,15,176.99,Ana Silva,0.1
4864,2024-01-03,1024,10,156.38,Daniela Martins,0.1
4865,2024-03-12,1049,11,134.63,Eduardo Oliveira,0.05
4866,2024-06-21,1002,12,33.84,Ana Ribeiro,0.2
4867,2024-04-06,1010,11,237.9,Bruno Costa,0.0
4868,2024-05-12,1004,10,102.81,Gabriel Ferreira,0.1
4869,2024-06-13,1034,1,68.06,Eduardo Silva,0.05
4870,2024-02-17,1043,5,60.05,Daniela Souza,0.05
4871,2024-02-12,1040,4,57.79,Helena Martins,0.0
4872,2024-03-11,1039,12,228.99,Gabriel Souza,0.15
4873,2024-03-29,1001,17,191.68,Daniela Almeida,0.1
4874,2024-03-06,1007,10,251.57,Fernanda Pereira,0.15
4875,2024-06-27,1008,1,282.86,Eduardo Silva,0.15
4876,2024-06-15,1012,4,51.46,Helena Ferreira,0.1
4877,2024-03-30,1028,11,90.24,Bruno Pereira,0.05
4878,2024-03-28,1004,3,282.08,Daniela Pereira,0.0
4879,2024-05-07,1031,18,24.91,Bruno Souza,0.1
4880,2024-04-30,1027,15,169.77,Juliana Martins,0.1
4881,2024-02-19,1028,2,120.52,Gabriel Lima,0.15
4882,2024-01-01,1034,18,232.5,Bruno Ribeiro,0.05
4883,2024-05-21,1035,15,87.81,Ana Ferreira,0.0
4884,2024-04-16,1046,4,217.16,Fernanda Silva,0.05
4885,2024-05-30,1037,18,277.48,Bruno Ferreira,0.2
4886,2024-05-10,1047,20,169.74,Daniela Ferreira,0.05
4887,2024-01-25,1044,18,88.88,Ana Silva,0.1
4888,2024-02-10,1036,5,252.67,Igor Martins,0.0
4889,2024-05-16,1028,19,259.99,Helena Ferreira,0.15
4890,2024-01-24,1022,16,189.68,Fernanda Souza,0.15
4891,2024-03-25,1046,20,134.54,Eduardo Almeida,0.0
4892,2024-05-18,1010,12,289.48,Ana Costa,0.2
4893,2024-06-19,1041,8,130.79,Daniela Ferreira,0.1
4894,2024-04-27,1016,15,32.2,Helena Lima,0.2
4895,2024-06-14,1044,10,165.45,Bruno Lima,0.1
4896,2024-04-29,1019,11,130.33,Gabriel Pereira,0.05
4897,2024-03-22,1025,10,171.64,Eduardo Oliveira,0.0
4898,2024-02-27,1005,19,245.7,Juliana Ferreira,0.15
4899,2024-06-04,1002,9,142.54,Ana Souza,0.05
4900,2024-05-30,1003,13,66.96,Igor Ferreira,0.05
4901,2024-03-09,1017,19,73.67,Igor Martins,0.05
4902,2024-02-18,1043,15,154.25,Daniela Lima,0.1
4903,2024-01-13,1005,3,228.37,Gabriel Pereira,0.0
4904,2024-06-22,1028,7,147.44,Igor Almeida,0.05
4905,2024-03-04,1041,17,195.99,Igor Lima,0.05
4906,2024-05-11,1005,8,229.45,Daniela Almeida,0.0
4907,2024-01-17,1032,19,107.61,Juliana Martins,0.1
4908,2024-06-24,1013,6,28.44,Bruno Almeida,0.1
4909,2024-01-06,1032,8,213.23,Daniela Oliveira,0.2
4910,2024-03-09,1040,10,25.02,Bruno Costa,0.2
4911,2024-01-09,1011,5,132.96,Carlos Costa,0.2
4912,2024-02-21,1000,10,289.91,Daniela Souza,0.15
4913,2024-06-06,1001,5,162.41,Carlos Silva,0.05
4914,2024-02-17,1030,18,143.13,Gabriel Almeida,0.15
4915,2024-01-07,1042,6,291.3,Igor Lima,0.0
4916,2024-05-21,1001,4,138.37,Helena Ferreira,0.1
4917,2024-06-07,1030,1,182.02,Helena Ribeiro,0.15
4918,2024-04-06,1004,18,16.45,Gabriel Ferreira,0.0
4919,2024-05-03,1032,18,236.61,Ana Lima,0.05
4920,2024-01-01,1049,10,266.85,Fernanda Almeida,0.05
4921,2024-05-09,1041,1,37.34,Fernanda Lima,0.0
4922,2024-03-05,1013,5,295.28,Bruno Souza,0.0
4923,2024-04-09,1001,12,71.47,Daniela Ferreira,0.2
4924,2024-04-02,1029,11,10.02,Ana Almeida,0.05
4925,2024-06-06,1013,2,169.37,Bruno Souza,0.05
4926,2024-06-05,1028,2,35.03,Igor Lima,0.05
4927,2024-02-08,1022,8,299.65,Eduardo Martins,0.15
4928,2024-03-04,1041,15,259.43,Juliana Ferreira,0.2
4929,2024-03-31,1013,5,171.75,Igor Pereira,0.0
4930,2024-06-05,1047,20,13.1,Eduardo Silva,0.05
4931,2024-02-02,1023,2,79.86,Helena Pereira,0.15
4932,2024-02-07,1019,1,97.06,Gabriel Pereira,0.05
4933,2024-05-27,1004,3,42.51,Igor Souza,0.15
4934,2024-05-20,1007,20,107.69,Fernanda Oliveira,0.05
4935,2024-05-26,1023,13,15.18,Bruno Pereira,0.1
4936,2024-01-27,1018,7,289.84,Juliana Ribeiro,0.2
4937,2024-05-19,1027,12,92.35,Bruno Ferreira,0.0
4938,2024-02-24,1029,7,284.17,Daniela Ferreira,0.05
4939,2024-05-23,1029,10,29.18,Ana Oliveira,0.15
4940,2024-03-12,1014,4,199.66,Fernanda Lima,0.05
4941,2024-06-20,1026,12,154.49,Eduardo Silva,0.1
4942,2024-04-18,1025,2,210.22,Gabriel Silva,0.05
4943,2024-06-19,1010,8,91.55,Helena Souza,0.05
4944,2024-04-22,1049,6,215.2,Bruno Silva,0.05
4945,2024-04-02,1045,8,96.59,Fernanda Silva,0.0
4946,2024-02-15,1045,13,41.9,Carlos Martins,0.1
4947,2024-04-19,1050,7,238.7,Helena Almeida,0.05
4948,2024-01-03,1029,18,279.26,Helena Ribeiro,0.0
4949,2024-05-12,1003,15,197.7,Eduardo Martins,0.1
4950,2024-05-12,1000,19,207.07,Fernanda Martins,0.2
4951,2024-05-30,1009,7,31.88,Igor Almeida,0.1
4952,2024-04-14,1019,3,252.58,Eduardo Oliveira,0.15
4953,2024-05-14,1013,18,138.28,Bruno Costa,0.0
4954,2024-04-19,1003,4,297.32,Bruno Martins,0.2
4955,2024-03-25,1018,17,110.5,Eduardo Costa,0.2
4956,2024-03-04,1006,14,26.95,Igor Martins,0.15
4957,2024-05-22,1049,15,206.7,Gabriel Costa,0.0
4958,2024-03-10,1045,20,80.69,Helena Oliveira,0.2
4959,2024-03-24,1032,11,207.69,Fernanda Pereira,0.1
4960,2024-01-29,1023,9,207.97,Daniela Lima,0.15
4961,2024-04-08,1030,17,249.47,Fernanda Martins,0.1
4962,2024-05-08,1028,16,169.34,Bruno Silva,0.05
4963,2024-03-07,1004,13,129.89,Bruno Pereira,0.05
4964,2024-02-04,1050,17,99.16,Juliana Almeida,0.0
4965,2024-06-29,1038,12,120.6,Eduardo Ribeiro,0.1
4966,2024-06-25,1012,15,63.03,Gabriel Silva,0.15
4967,2024-02-18,1045,5,232.08,Juliana Ferreira,0.2
4968,2024-05-27,1016,17,210.27,Igor Lima,0.2
4969,2024-02-01,1027,10,84.82,Daniela Souza,0.0
4970,2024-03-05,1041,17,15.98,Eduardo Silva,0.0
4971,2024-04-02,1025,2,175.85,Ana Lima,0.2
4972,2024-06-21,1023,5,266.8,Igor Costa,0.2
4973,2024-04-13,1035,4,127.07,Daniela Oliveira,0.0
4974,2024-04-17,1047,15,284.7,Helena Ferreira,0.2
4975,2024-02-29,1013,18,208.03,Carlos Almeida,0.15
4976,2024-01-09,1029,2,87.26,Eduardo Ribeiro,0.0
4977,2024-02-22,1047,13,43.32,Eduardo Lima,0.05
4978,2024-05-26,1033,7,108.31,Fernanda Ferreira,0.1
4979,2024-05-14,1024,18,190.76,Daniela Lima,0.15
4980,2024-06-29,1029,16,220.38,Helena Souza,0.05
4981,2024-03-10,1018,5,19.97,Juliana Ferreira,0.1
4982,2024-06-28,1034,10,41.48,Carlos Pereira,0.15
4983,2024-05-30,1000,7,117.32,Juliana Souza,0.2
4984,2024-01-26,1036,11,58.6,Carlos Souza,0.15
4985,2024-02-03,1010,8,209.67,Eduardo Oliveira,0.15
4986,2024-03-27,1007,16,62.69,Helena Martins,0.2
4987,2024-04-15,1032,15,283.89,Daniela Oliveira,0.2
4988,2024-02-21,1009,2,117.22,Ana Martins,0.1
4989,2024-04-24,1022,17,182.17,Gabriel Almeida,0.05
4990,2024-05-06,1039,3,67.64,Ana Oliveira,0.0
4991,2024-01-27,1040,7,110.91,Fernanda Martins,0.1
4992,2024-05-31,1017,1,122.94,Gabriel Ribeiro,0.15
4993,2024-04-19,1032,7,139.95,Bruno Lima,0.0
4994,2024-01-01,1018,20,273.31,Fernanda Silva,0.0
4995,2024-06-25,1017,1,102.79,Igor Martins,0.05
4996,2024-06-05,1018,8,191.88,Bruno Oliveira,0.05
4997,2024-03-25,1041,15,93.58,Helena Ribeiro,0.0
4998,2024-02-09,1003,5,226.96,Igor Costa,0.0
4999,2024-01-26,1045,6,177.78,Daniela Ribeiro,0.2
5000,2024-03-11,1029,15,70.13,Daniela Pereira,0.15
5001,2024-06-28,1044,16,169.51,Helena Lima,0.05
5002,2024-04-16,1023,8,81.88,Juliana Ribeiro,0.0
5003,2024-03-14,1006,15,86.93,Daniela Ribeiro,0.2
5004,2024-02-29,1004,15,258.39,Bruno Pereira,0.15
5005,2024-05-10,1021,6,289.47,Juliana Silva,0.15
5006,2024-01-21,1033,5,93.53,Helena Souza,0.2
5007,2024-02-13,1005,5,94.47,Eduardo Oliveira,0.1
5008,2024-01-31,1026,19,275.1,Bruno Oliveira,0.0
5009,2024-02-07,1008,16,111.62,Igor Souza,0.1
5010,2024-01-28,1028,8,132.42,Ana Ribeiro,0.2
5011,2024-04-05,1038,1,144.86,Ana Oliveira,0.15
5012,2024-04-23,1002,8,84.69,Daniela Martins,0.15
5013,2024-06-11,1047,17,101.89,Gabriel Oliveira,0.0
5014,2024-01-23,1036,3,56.35,Gabriel Costa,0.1
5015,2024-03-29,1033,19,81.71,Carlos Oliveira,0.2
5016,2024-01-12,1001,14,114.17,Helena Silva,0.1
5017,2024-06-27,1022,10,20.85,Fernanda Pereira,0.0
5018,2024-03-08,1017,17,191.38,Daniela Oliveira,0.05
5019,2024-04-27,1022,18,251.25,Carlos Almeida,0.0
5020,2024-05-31,1045,15,75.74,Gabriel Pereira,0.15
5021,2024-06-13,1016,10,111.31,Bruno Almeida,0.05
5022,2024-02-09,1024,9,63.65,Helena Ribeiro,0.15
5023,2024-05-08,1016,4,174.72,Juliana Lima,0.15
5024,2024-03-16,1006,9,287.75,Gabriel Silva,0.05
5025,2024-04-16,1023,1,193.07,Igor Lima,0.05
5026,2024-01-19,1025,1,68.02,Eduardo Ribeiro,0.15
5027,2024-05-07,1024,12,135.92,Daniela Costa,0.2
5028,2024-03-19,1037,15,136.2,Juliana Almeida,0.15
5029,2024-01-20,1000,6,121.05,Daniela Silva,0.2
5030,2024-05-02,1042,2,249.76,Eduardo Oliveira,0.15
5031,2024-03-08,1014,15,225.49,Juliana Almeida,0.1
5032,2024-01-16,1032,17,147.59,Carlos Costa,0.0
5033,2024-06-01,1017,9,118.52,Ana Silva,0.1
5034,2024-02-09,1036,15,134.06,Carlos Almeida,0.0
5035,2024-02-28,1014,19,78.74,Carlos Ribeiro,0.15
5036,2024-04-29,1021,10,277.18,Igor Oliveira,0.0
5037,2024-03-26,1000,5,226.07,Helena Pereira,0.1
5038,2024-03-30,1042,6,261.51,Gabriel Almeida,0.0
5039,2024-02-16,1017,20,152.47,Gabriel Souza,0.05
5040,2024-06-14,1046,1,265.89,Eduardo Souza,0.2
5041,2024-04-20,1006,20,260.51,Carlos Oliveira,0.1
5042,2024-05-27,1049,6,258.21,Bruno Oliveira,0.05
5043,2024-03-25,1050,10,168.93,Bruno Ribeiro,0.15
5044,2024-01-27,1042,4,237.42,Daniela Martins,0.1
5045,2024-04-21,1008,15,255.88,Ana Pereira,0.15
5046,2024-01-12,1034,12,157.54,Eduardo Martins,0.1
5047,2024-04-09,1024,7,40.49,Igor Costa,0.2
5048,2024-04-20,1006,11,182.17,Bruno Ferreira,0.0
5049,2024-05-05,1050,17,298.78,Daniela Pereira,0.0
5050,2024-05-28,1033,2,136.5,Fernanda Ribeiro,0.15
5051,2024-04-26,1015,7,228.82,Bruno Ribeiro,0.1
5052,2024-06-08,1001,2,281.01,Eduardo Costa,0.15
5053,2024-02-01,1038,4,294.19,Ana Oliveira,0.05
5054,2024-03-31,1029,19,232.58,Fernanda Ribeiro,0.05
5055,2024-04-28,1017,19,185.95,Eduardo Souza,0.15
5056,2024-05-24,1041,9,273.63,Eduardo Oliveira,0.05
5057,2024-05-04,1048,18,49.8,Ana Souza,0.0
5058,2024-06-07,1019,19,221.4,Daniela Pereira,0.05
5059,2024-06-14,1012,20,142.33,Gabriel Souza,0.15
5060,2024-04-20,1023,10,214.15,Eduardo Martins,0.05
5061,2024-06-16,1041,20,96.29,Daniela Ribeiro,0.05
5062,2024-03-17,1033,4,50.21,Helena Martins,0.1
5063,2024-04-17,1020,10,239.72,Gabriel Costa,0.2
5064,2024-03-01,1003,15,161.02,Bruno Costa,0.2
5065,2024-06-05,1035,9,145.81,Gabriel Souza,0.05
5066,2024-03-31,1041,11,235.64,Carlos Souza,0.0
5067,2024-02-23,1012,8,33.12,Igor Oliveira,0.15
5068,2024-02-05,1028,8,227.04,Helena Ribeiro,0.1
5069,2024-01-04,1044,11,17.82,Igor Ribeiro,0.1
5070,2024-02-10,1021,9,16.18,Gabriel Pereira,0.1
5071,2024-01-25,1018,17,106.51,Bruno Pereira,0.15
5072,2024-02-22,1010,14,189.39,Bruno Ferreira,0.05
5073,2024-02-01,1014,2,37.12,Helena Ferreira,0.05
5074,2024-04-25,1029,7,198.21,Carlos Costa,0.15
5075,2024-04-22,1028,10,131.37,Juliana Lima,0.05
5076,2024-04-13,1032,3,13.63,Helena Ferreira,0.2
5077,2024-03-27,1025,3,296.74,Ana Ferreira,0.15
5078,2024-02-25,1028,17,87.0,Helena Pereira,0.05
5079,2024-01-05,1048,9,135.03,Eduardo Lima,0.1
5080,2024-02-25,1043,6,249.42,Juliana Oliveira,0.2
5081,2024-05-04,1028,7,268.04,Gabriel Ribeiro,0.1
5082,2024-01-29,1006,9,185.26,Helena Pereira,0.15
5083,2024-02-22,1023,1,135.87,Fernanda Ribeiro,0.05
5084,2024-06-11,1050,3,120.03,Gabriel Lima,0.05
5085,2024-06-21,1031,4,200.36,Helena Ribeiro,0.2
5086,2024-02-03,1017,20,106.54,Daniela Lima,0.0
5087,2024-03-28,1038,6,136.5,Juliana Silva,0.0
